PIXEL,Wavelength
a. u.,nm
440,657.68075085161
441,658.141797362993
442,658.602805374642
443,659.063774935615
444,659.52470609497
445,659.985598901764
446,660.446458058223
447,660.907269653908
448,661.368047697374
449,661.828787584514
450,662.289489364386
451,662.750153086048
452,663.210778798559
453,663.671366550978
454,664.131916392362
455,664.59242837177
456,665.05290253826
457,665.513338940891
458,665.973737628721
459,666.434098650808
460,666.894422056211
461,667.354707893988
462,667.814960816088
463,668.275167062898
464,668.735340492147
465,669.195476550004
466,669.655575285527
467,670.115636747775
468,670.575660985804
469,671.035648048675
470,671.495602559086
471,671.955510845173
472,672.415386676917
473,672.875225529735
474,673.335027452686
475,673.794792494828
476,674.25452070522
477,674.714212132919
478,675.173866826985
479,675.633484836476
480,676.093066210449
481,676.552610997964
482,677.012119248078
483,677.47159100985
484,677.931026332338
485,678.390425264601
486,678.849787855698
487,679.309114154686
488,679.768404210624
489,680.227658072569
490,680.686875789582
491,681.146057410719
492,681.60520298504
493,682.064312561602
494,682.523386189465
495,682.982423917685
496,683.441425795322
497,683.900391871435
498,684.35932219508
499,684.818216815317
500,685.277075781205
501,685.735899141801
502,686.194686946164
503,686.653439243352
504,687.112156082424
505,687.570837512438
506,688.029483582452
507,688.488094341524
508,688.946669838714
509,689.405210123079
510,689.863715243678
511,690.322185249568
512,690.78062018981
513,691.23902011346
514,691.697385069578
515,692.155715107221
516,692.614010275448
517,693.072274974046
518,693.530496199886
519,693.988687054215
520,694.446843235361
521,694.904964792383
522,695.363051774338
523,695.821104230286
524,696.279122209286
525,696.737105760394
526,697.195054932669
527,697.65296977517
528,698.110850336956
529,698.568696667085
530,699.026508814614
531,699.484286828603
532,699.942030758109
533,700.399740652191
534,700.857416559908
535,701.315058530317
536,701.772666612478
537,702.230240855448
538,702.687781308286
539,703.145292239189
540,703.602761039798
541,704.06020041659
542,704.517606199482
543,704.974978437534
544,705.432317179805
545,705.889622475351
546,706.346894373233
547,706.804132922508
548,707.261338172233
549,707.718510171469
550,708.175648969273
551,708.632754614703
552,709.089827156818
553,709.546866644677
554,710.003873127336
555,710.460846653856
556,710.917787273295
557,711.37469503471
558,711.83156998716
559,712.288412179703
560,712.745221661398
561,713.201998481303
562,713.658742688477
563,714.115454331978
